what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1366975593413
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1366975593590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1366975594590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366975594971
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366975595818
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1366975598744
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1366975608306
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1366975609673
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1366975612485
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975633200
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975635936
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366975638530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1366975641129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975641510
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975698002
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1366975701105
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975703507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975705610
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366975705709
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366975705761
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1366975707039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366975707756
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1366975709483
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975713331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975715352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975715517
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975721101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975722625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975722797
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366975723965
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975750158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975839082
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1366975840226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366975840559
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975844677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975845912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975846268
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1366975851122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975851193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975853279
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1366975855193
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366975855355
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975859039
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366975873282
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366975878495
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975881203
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366975889007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975890160
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975890315
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975894669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975895796
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1366975895803
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975896090
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975896485
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975896503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366975902496
